Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,TotalSF,HouseAge,RemodAge,TotalBathrooms
339,20,3,91.0,14145,1,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,0.0,4,3,1,4,3,2,0,213,6,0,995,1208,1,5,1,5,1621,0,0,1621,1,0,2,0,3,1,4,8,6,0,0,1,1984.0,2,2,440,3,3,2,108,45,0,0,0,0,0,4,3,400,5,2006,8,4,202500,12.218500103788143,2829,22,8,3.0
340,20,3,66.0,12400,1,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,1,176.0,3,3,1,3,2,3,5,585,6,0,630,1215,1,3,1,0,1215,0,0,1215,0,0,1,0,3,1,3,6,6,0,0,1,1958.0,3,1,297,3,3,2,0,0,0,0,234,0,0,4,1,0,6,2009,8,4,155000,11.951186847493476,2430,51,11,1.0
341,60,3,85.0,14191,1,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,2,0.0,4,3,2,4,3,3,6,0,6,0,967,967,1,5,1,5,993,915,0,1908,0,0,2,1,4,1,4,9,6,0,0,1,2002.0,0,2,431,3,3,2,135,0,0,0,0,0,0,4,1,0,4,2010,8,4,202900,12.220473454337986,2875,8,8,2.5
342,20,2,60.0,8400,1,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,2,0.0,2,2,1,3,2,3,6,0,6,0,721,721,1,4,1,5,841,0,0,841,0,0,1,0,2,1,3,4,6,0,0,4,1950.0,3,1,294,3,3,0,250,0,24,0,0,0,0,4,1,0,9,2009,8,4,82000,11.314486721293981,1562,59,59,1.0
343,90,3,0.0,8544,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,1,340.0,3,3,3,0,0,4,4,0,4,0,0,0,5,2,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,0,5,1949.0,3,2,400,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2006,8,4,87500,11.37940550085183,1040,57,56,2.0
344,120,3,63.0,8849,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,616.0,5,3,2,5,3,3,2,28,6,0,1656,1684,1,5,1,5,1684,0,0,1684,0,0,2,0,2,1,5,6,6,1,5,1,2005.0,2,2,564,3,3,2,495,72,0,0,0,0,0,4,1,0,7,2008,8,4,266000,12.491255347155265,3368,3,3,2.0
345,160,4,36.0,2592,1,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,2,0.0,3,3,1,4,3,3,5,129,1,232,175,536,1,3,1,5,536,576,0,1112,0,0,1,1,3,1,3,4,6,0,0,1,1976.0,3,1,336,3,3,2,182,0,0,0,0,0,0,4,1,0,4,2010,8,4,85000,11.350418300109132,1648,34,34,1.5
346,50,3,65.0,6435,1,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,2,0.0,3,3,0,3,3,3,6,0,6,0,972,972,1,4,1,5,972,605,0,1577,0,0,1,0,3,1,2,6,6,1,4,5,1939.0,3,1,312,3,3,2,0,0,0,0,0,0,0,4,1,0,10,2006,8,4,140200,11.850832386224807,2549,67,56,1.0
347,20,3,0.0,12772,1,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,2,0.0,3,4,1,3,3,2,1,498,6,0,460,958,1,3,1,5,958,0,0,958,0,0,1,0,2,1,3,5,6,0,0,1,1960.0,2,1,301,3,3,2,0,0,0,0,0,0,0,4,0,15500,4,2007,8,4,151500,11.928347504569842,1916,47,9,1.0
348,20,3,0.0,17600,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30.0,3,3,1,3,3,3,1,1270,6,0,208,1478,1,5,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,4,1,1960.0,3,2,498,3,3,2,0,40,0,0,0,0,0,4,1,0,12,2009,8,4,157500,11.967187086434018,2956,49,49,3.0
349,160,3,36.0,2448,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,3,106.0,4,3,2,4,3,3,2,573,6,0,191,764,1,5,1,5,764,862,0,1626,1,0,2,1,2,1,4,6,6,0,0,3,2003.0,2,2,474,3,3,2,0,27,0,0,0,0,0,4,1,0,10,2008,8,4,154000,11.944714374881176,2390,5,4,3.5
350,60,3,56.0,20431,1,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,5,5,1,870.0,5,3,2,5,3,3,2,1410,6,0,438,1848,1,5,1,5,1848,880,0,2728,1,0,2,1,4,1,5,10,6,2,5,1,2006.0,0,3,706,3,3,2,0,0,0,0,0,0,0,4,1,0,4,2006,6,5,437154,12.988043102265232,4576,1,0,3.5
351,120,3,68.0,7820,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362.0,5,3,2,5,3,3,6,0,6,0,1869,1869,1,5,1,5,1869,0,0,1869,0,0,2,0,2,1,5,6,6,1,4,1,2007.0,2,2,617,3,3,2,210,54,0,0,0,0,0,4,1,0,12,2007,6,5,318061,12.670001611311875,3738,0,0,2.0
352,120,3,0.0,5271,1,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,2,0.0,3,3,2,4,3,1,2,1082,6,0,371,1453,1,4,1,5,1453,0,0,1453,1,0,1,1,2,1,4,6,6,1,3,1,1986.0,2,2,445,3,3,2,0,80,0,0,184,0,0,4,1,0,12,2006,8,0,190000,12.154784614286667,2906,20,20,2.5
353,50,3,60.0,9084,1,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,2,0.0,3,3,1,3,2,2,3,236,5,380,0,616,1,3,0,5,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,0,5,1941.0,3,1,200,3,2,2,48,0,0,0,0,0,0,4,1,0,3,2008,5,4,95000,11.461642696843066,1727,67,58,1.5
354,30,4,60.0,8520,1,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,2,0.0,3,4,0,3,3,3,6,0,6,0,624,624,1,4,1,5,720,0,0,720,0,0,1,0,2,1,3,5,6,0,0,5,2005.0,3,2,484,3,3,2,106,0,0,0,0,0,0,4,1,0,5,2010,8,4,105900,11.570259974415547,1344,82,7,1.0
355,50,3,60.0,8400,1,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,2,0.0,3,3,1,3,3,3,3,388,6,0,552,940,1,5,1,5,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,4,1,1940.0,3,1,240,3,3,2,0,0,108,0,0,0,0,4,1,0,6,2006,8,4,140000,11.849404844423074,2535,66,6,1.0
356,20,3,105.0,11249,1,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,0.0,4,4,2,4,4,3,0,334,1,544,322,1200,1,5,1,5,1200,0,0,1200,1,0,2,0,3,1,4,6,6,0,0,1,1995.0,2,2,521,3,3,2,0,26,0,0,0,0,0,4,1,0,8,2007,8,4,177500,12.086731521684555,2400,12,12,3.0
357,20,3,0.0,9248,1,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,3,2,4,3,3,2,560,6,0,598,1158,1,4,1,5,1167,0,0,1167,1,0,2,0,3,1,4,6,6,0,0,1,1992.0,2,2,400,3,3,2,120,26,0,0,0,0,0,4,1,0,7,2009,8,4,173000,12.06105265381003,2325,17,17,3.0
358,120,4,44.0,4224,1,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,2,0.0,3,3,2,4,3,3,0,874,6,0,268,1142,1,3,1,5,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,1,1,1976.0,0,2,528,3,3,2,536,90,0,0,0,0,0,2,1,0,8,2007,8,4,134000,11.80560254159177,2284,31,31,2.5
359,80,3,92.0,6930,1,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120.0,3,3,1,3,3,0,1,300,5,294,468,1062,1,5,1,1,1352,0,0,1352,0,1,1,0,3,1,4,6,3,0,0,3,1958.0,3,1,288,3,3,2,168,0,294,0,0,0,0,4,1,0,7,2006,8,0,130000,11.775297421715827,2414,48,48,1.5
360,60,3,78.0,12011,1,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530.0,4,3,2,4,3,0,2,956,6,0,130,1086,1,5,1,5,1086,838,0,1924,1,0,2,1,3,1,4,7,6,1,3,1,1998.0,2,2,592,3,3,2,208,75,0,0,374,0,0,4,1,0,6,2006,8,4,280000,12.54254845357358,3010,8,8,3.5
361,85,3,0.0,7540,1,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,2,0.0,3,3,1,4,3,0,2,773,6,0,115,888,1,5,1,5,912,0,0,912,1,0,1,0,2,1,3,5,6,1,3,1,1978.0,2,2,470,3,3,2,0,0,0,0,192,0,0,2,1,0,6,2007,8,4,156000,11.957617696467539,1800,29,29,2.0
362,50,3,0.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,2,0.0,3,3,1,3,3,3,5,399,6,0,484,883,1,4,1,5,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,0,5,1940.0,3,1,240,3,3,0,0,0,0,0,0,0,0,4,1,0,7,2008,8,4,145000,11.884495917930655,2388,68,26,2.0
363,85,3,64.0,7301,1,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500.0,4,3,3,0,0,4,4,0,4,0,0,0,1,5,1,5,495,1427,0,1922,0,0,3,0,4,1,4,7,6,1,5,3,2003.0,2,2,672,3,3,2,0,0,177,0,0,0,0,4,1,0,7,2009,3,4,198500,12.198549416880068,1922,6,6,3.0
364,160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,1,510.0,3,3,1,3,3,3,0,162,6,0,321,483,1,4,1,5,483,504,0,987,0,0,1,1,2,1,4,5,6,0,0,5,1972.0,3,1,264,3,3,2,250,0,0,0,0,0,0,4,1,0,5,2009,8,4,118000,11.678448377988165,1470,37,2,1.5
365,60,3,0.0,18800,1,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120.0,3,3,2,4,3,2,2,712,6,0,84,796,1,3,1,5,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,3,1,1976.0,0,2,566,3,3,2,306,111,0,0,0,0,0,4,1,0,7,2006,8,4,190000,12.154784614286667,2370,30,30,3.5
366,70,4,59.0,10690,1,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,2,0.0,3,4,1,3,2,3,5,456,6,0,216,672,1,4,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,0,5,1964.0,3,1,468,3,2,2,0,128,218,0,0,0,0,4,1,0,7,2009,8,4,147000,11.898194668458823,2016,89,12,1.0
367,20,3,0.0,9500,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,247.0,3,3,1,4,3,3,1,609,6,0,785,1394,1,4,1,5,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,4,1,1963.0,2,2,514,3,3,2,0,76,0,0,185,0,0,4,1,0,7,2009,8,4,159000,11.976665770490767,2788,46,46,2.5
368,80,3,101.0,9150,1,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,305.0,3,3,1,4,3,1,2,371,6,0,728,1099,1,4,1,5,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,4,2,1962.0,2,1,296,3,3,2,64,110,0,0,0,0,0,4,1,0,12,2008,8,4,165000,12.013706813470414,2530,46,46,1.5
369,20,3,78.0,7800,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200.0,3,3,2,3,3,3,3,540,6,0,728,1268,1,4,1,5,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,4,1,1954.0,0,1,244,3,3,2,0,98,0,0,0,0,0,4,1,0,3,2010,8,4,132000,11.790564777297387,2536,56,56,1.0
370,20,3,0.0,9830,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,2,0.0,3,4,1,3,3,3,0,72,5,258,733,1063,1,5,1,5,1287,0,0,1287,1,0,1,0,3,1,4,7,6,1,4,5,1997.0,0,2,576,3,3,2,364,17,0,0,182,0,0,4,1,0,3,2010,8,4,162000,11.995357787034976,2350,51,4,2.0
371,60,3,0.0,8121,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,3,2,4,3,3,6,0,6,0,953,953,1,5,1,5,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,3,1,2000.0,2,2,460,3,3,2,100,40,0,0,0,0,0,4,1,0,1,2006,8,4,172400,12.057578437658945,2617,6,6,2.5
372,50,3,80.0,17120,1,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,2,0.0,3,3,1,0,0,4,4,0,4,0,0,0,1,3,1,5,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,4,5,1991.0,0,2,680,3,3,0,0,59,0,0,0,0,0,4,1,0,7,2008,8,4,134432,11.808821212646512,1588,49,49,2.0
373,120,3,50.0,7175,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,2,0.0,3,3,1,4,3,3,0,623,3,121,0,744,1,3,1,5,752,0,0,752,1,0,1,0,2,1,3,4,6,0,0,1,1984.0,3,1,264,3,3,2,353,0,0,0,90,0,0,2,1,0,2,2010,8,4,125000,11.736077016252437,1496,26,26,2.0
374,20,3,79.0,10634,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,0.0,3,3,2,3,3,3,1,428,3,180,0,608,1,3,1,5,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,0,1,1953.0,3,1,270,3,3,2,66,0,0,0,0,0,0,1,1,0,11,2009,8,4,123000,11.719947764402807,1927,56,56,2.0
375,60,3,65.0,8200,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,0.0,4,3,2,4,3,3,6,0,6,0,847,847,1,5,1,5,847,1081,0,1928,0,0,2,1,4,1,4,8,6,1,4,3,2003.0,0,2,434,3,3,2,100,48,0,0,0,0,0,4,1,0,7,2007,8,4,219500,12.299112067295642,2775,4,3,2.5
376,30,3,0.0,10020,1,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,2,0.0,2,2,0,2,1,1,1,350,6,0,333,683,1,4,0,0,904,0,0,904,1,0,0,1,1,1,2,4,0,0,0,6,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,3,2009,8,4,61000,11.0186455364637,1587,87,59,1.5
377,85,3,57.0,8846,1,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,0.0,4,3,2,4,3,0,2,298,6,0,572,870,1,5,1,5,914,0,0,914,0,0,1,0,2,1,3,5,6,0,0,5,1998.0,3,2,576,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2006,8,4,148000,11.904974309480183,1784,10,10,1.0
378,60,1,102.0,11143,1,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0.0,4,3,2,4,3,3,6,0,6,0,1580,1580,1,5,1,5,1580,886,0,2466,0,0,3,0,4,1,4,8,6,1,4,1,2004.0,2,2,610,3,3,2,159,214,0,0,0,0,0,4,1,0,12,2007,8,4,340000,12.73670383776449,4046,3,2,3.0
379,20,3,88.0,11394,1,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,350.0,4,3,2,5,3,0,2,1445,6,0,411,1856,1,5,1,5,1856,0,0,1856,1,0,1,1,1,1,5,8,6,1,5,1,2010.0,0,3,834,3,3,2,113,0,0,0,0,0,0,4,1,0,6,2010,6,5,394432,12.885204569609956,3712,0,0,2.5
380,60,3,60.0,8123,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16.0,3,3,2,4,3,3,6,0,6,0,982,982,1,5,1,5,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,3,1,2000.0,0,2,463,3,3,2,100,63,0,0,0,0,0,4,1,0,6,2009,8,4,179000,12.095146671399466,2782,9,9,2.5
381,50,3,50.0,5000,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,2,0.0,3,3,0,3,3,3,3,218,6,0,808,1026,1,3,1,5,1026,665,0,1691,0,0,2,0,3,1,4,6,6,1,4,5,1924.0,3,1,308,3,3,2,0,0,242,0,0,0,0,4,1,0,5,2010,8,4,127000,11.751950239425476,2717,86,60,2.0
382,20,1,60.0,7200,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,4,3,6,0,6,0,1293,1293,1,5,1,5,1301,0,0,1301,1,0,2,0,2,1,4,5,6,1,4,1,2006.0,2,2,572,3,3,2,216,121,0,0,0,0,0,4,1,0,8,2006,6,5,187750,12.142871895843887,2594,0,0,3.0
383,60,3,79.0,9245,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,0,6,0,6,0,939,939,1,5,1,5,939,858,0,1797,0,0,2,1,3,1,4,8,6,0,0,1,2006.0,2,2,639,3,3,2,144,53,0,0,0,0,0,4,1,0,4,2007,8,4,213500,12.271396795480596,2736,1,1,2.5
384,45,2,60.0,9000,1,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,2,0.0,3,3,0,2,2,3,6,0,6,0,784,784,1,3,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,0,5,1950.0,3,2,360,2,2,0,0,0,91,0,0,0,0,4,1,0,10,2009,8,4,76000,11.23850177707664,1568,81,59,1.0
385,60,3,0.0,53107,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,0.0,4,3,2,4,3,0,2,985,6,0,595,1580,1,5,1,5,1079,874,0,1953,1,0,2,1,3,1,4,9,6,2,2,1,1992.0,0,2,501,3,3,2,216,231,0,0,0,0,0,4,1,0,6,2007,8,4,240000,12.388398368982115,3533,15,15,3.5
386,120,3,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,16.0,4,3,2,4,3,3,2,24,6,0,1232,1256,1,5,1,5,1269,0,0,1269,0,0,2,0,2,1,4,6,6,1,3,1,2004.0,0,2,430,3,3,2,146,20,0,0,144,0,0,4,1,0,4,2010,8,4,192000,12.165255859329688,2525,6,5,2.0
387,50,3,58.0,8410,1,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,2,0.0,3,2,2,3,3,3,6,0,6,0,658,658,1,3,1,5,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,0,6,0.0,1,0,0,0,0,0,0,151,0,0,0,0,0,4,1,0,5,2006,8,1,81000,11.302216779257382,1842,96,10,1.0
388,80,3,72.0,7200,1,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,3,3,1,3,3,0,0,631,6,0,410,1041,1,5,1,5,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,2,5,1977.0,3,1,352,3,3,2,296,0,0,0,0,0,0,1,1,0,10,2009,8,0,125000,11.736077016252437,2166,33,33,2.0
389,20,3,93.0,9382,1,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,4,3,2,4,3,3,6,0,6,0,1468,1468,1,5,1,5,1479,0,0,1479,0,0,2,0,3,1,4,6,6,0,0,1,1999.0,2,2,577,3,3,2,120,25,0,0,0,0,0,4,1,0,7,2008,8,4,191000,12.160033942617156,2947,9,8,2.0
390,60,3,96.0,12474,1,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,3,272.0,5,3,2,5,3,0,2,1280,6,0,402,1682,1,5,1,5,1742,590,0,2332,1,0,2,1,3,1,5,9,6,1,5,3,2008.0,0,3,846,3,3,2,196,134,0,0,0,0,0,4,1,0,8,2008,6,5,426000,12.962196972666593,4014,1,0,3.5
391,50,3,50.0,8405,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,2,0.0,3,3,0,3,4,3,5,241,1,391,229,861,1,5,1,5,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,0,5,1978.0,3,1,384,3,3,2,0,130,112,0,0,0,0,2,1,0,4,2008,8,4,119000,11.686887175419702,2228,108,58,2.0
392,60,3,71.0,12209,1,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,2,0.0,3,3,2,5,3,3,0,690,6,0,114,804,1,5,1,5,804,1157,0,1961,1,0,2,1,3,1,4,7,6,1,3,3,2001.0,0,2,560,3,3,2,125,192,0,0,0,0,0,4,1,0,6,2009,8,4,215000,12.278397958261774,2765,8,7,3.5
393,20,3,0.0,8339,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,2,0.0,3,3,3,0,0,4,4,0,4,0,0,0,1,3,1,5,882,0,0,882,0,0,1,0,3,1,3,5,6,0,0,1,1959.0,2,1,294,3,3,2,0,0,0,0,0,0,0,2,3,1200,7,2007,8,4,106500,11.575909653758895,882,48,48,1.0
394,30,3,0.0,7446,1,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,2,0.0,3,3,1,3,3,3,5,266,6,0,522,788,1,3,1,0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,3,6,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,2006,8,0,100000,11.51293546492023,1576,65,56,1.0
395,50,3,60.0,10134,1,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,2,0.0,3,3,1,3,3,3,6,0,6,0,735,735,1,4,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,0,5,1940.0,3,1,240,3,3,2,0,39,0,0,0,0,0,4,1,0,7,2007,8,4,109000,11.599112335481124,1769,67,57,1.0
396,20,3,68.0,9571,1,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,2,0.0,3,3,1,3,3,0,1,739,6,0,405,1144,1,3,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0,1,1956.0,3,1,596,3,3,2,44,0,0,0,0,0,0,4,1,0,6,2010,8,4,129000,11.767575435251748,2288,54,54,2.0
397,20,3,60.0,7200,1,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,2,0.0,3,3,1,3,3,0,5,777,6,0,117,894,1,3,1,5,894,0,0,894,0,0,1,0,2,1,3,6,6,0,0,5,1985.0,2,2,600,3,3,2,215,0,0,0,0,0,0,4,1,0,9,2009,8,4,123000,11.719947764402807,1788,37,37,1.0
398,60,3,69.0,7590,1,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,288.0,3,3,1,3,3,3,0,540,6,0,324,864,1,3,1,5,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,3,1,1962.0,2,1,264,3,3,2,0,168,0,0,0,0,0,4,1,0,7,2007,8,4,169500,12.040614105490253,2676,45,45,2.0
399,30,4,60.0,8967,1,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,2,0.0,3,2,0,2,1,3,6,0,6,0,961,961,1,4,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,0,5,1920.0,3,1,338,1,1,0,0,0,0,0,0,0,0,4,1,0,11,2007,8,0,67000,11.112462823634855,2038,87,57,1.0
400,60,1,65.0,8125,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,3,100.0,4,3,2,4,3,3,2,812,6,0,280,1092,1,5,1,5,1112,438,0,1550,1,0,2,0,2,1,4,7,6,0,0,1,2007.0,0,2,438,3,3,2,0,168,0,0,0,0,0,4,1,0,10,2009,8,4,241000,12.392556361841777,2642,3,2,3.0
401,120,3,38.0,14963,1,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,0.0,4,3,2,4,3,3,2,786,6,0,474,1260,1,5,1,5,1288,0,0,1288,1,0,1,1,1,1,5,4,6,2,4,1,1996.0,0,2,500,3,3,2,120,30,0,0,224,0,0,4,1,0,12,2008,8,4,245500,12.411056299528171,2548,12,12,2.5
402,20,3,65.0,8767,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,0.0,4,3,2,4,3,0,2,24,6,0,1286,1310,1,5,1,5,1310,0,0,1310,0,0,2,0,3,1,4,6,6,1,4,1,2005.0,0,2,400,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2006,6,5,164990,12.013646205940514,2620,1,1,2.0
403,30,3,60.0,10200,1,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,2,0.0,3,3,2,3,3,3,6,0,6,0,672,672,1,5,1,5,672,0,0,672,0,0,1,0,2,1,3,4,6,0,0,5,1940.0,3,1,240,3,3,0,168,0,0,0,0,0,0,0,1,0,8,2008,8,4,108000,11.58989576532275,1344,68,11,1.0
404,60,3,93.0,12090,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,650.0,4,3,2,4,3,3,6,0,6,0,1141,1141,1,4,1,5,1165,1098,0,2263,0,0,2,1,4,1,4,10,6,1,3,3,1998.0,0,2,420,3,3,2,144,123,0,0,0,0,0,4,1,0,7,2006,8,0,258000,12.460718739865236,3404,8,8,2.5
405,60,3,0.0,10364,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,2,0.0,3,3,2,4,3,3,6,0,6,0,806,806,1,4,1,5,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,3,3,1995.0,0,2,373,3,3,2,0,40,0,0,0,0,0,4,1,0,5,2007,8,4,168000,12.031725210748633,2378,12,11,2.5
406,20,3,0.0,9991,1,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,2,0.0,3,3,1,3,3,3,1,1116,6,0,165,1281,1,5,1,5,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,3,1,1993.0,3,2,490,3,3,2,120,78,0,0,0,0,0,1,1,0,6,2009,8,4,150000,11.918397239722838,2901,33,16,3.0
